,sentiments,user,tweet,hashtag,player
2685,NEGATIVE,Draven_Taylor,"Music Video:
The Circle by Matt Steady

https://t.co/zZaY60SQvS

#Musiceternal #MattSteady #TheCircle #Closer #RockMusic #FolkRock #BluesRock #UnitedKingdom https://t.co/gIG0Z8bKsU","['Musiceternal', 'MattSteady', 'TheCircle', 'Closer', 'RockMusic', 'FolkRock', 'BluesRock', 'UnitedKingdom']",set()
2686,NEGATIVE,thesundancesyd,"So…Bru from #TheCircle is the love child of Andy Samberg and Shawn Mendes, right? Right?",['TheCircle'],set()
2687,NEGATIVE,thechanelmuse,Either Yu Ling grew up watching a lot of That’s So Raven or she is the long lost sister of Raven Symoné because she sounds and speaks just like her with those same exaggerated facial expressions. #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",{'playertwo'}
2688,POSITIVE,thechanelmuse,Frank is very likable: funny and fun from the jump. Plus my girls Mel B and Emma are killing it in this game. The Scary and Baby Spice Show 💃🏽💃🏼. They’re all my faves. #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']","{'playeron', 'playereight'}"
2689,NEGATIVE,WineOhhhh,The Spice Girls?!?! #TheCircleNetflix #TheCircle https://t.co/BxAXDj0lD3,"['TheCircleNetflix', 'TheCircle']",{'playereight'}
2690,NEGATIVE,mehgancarter1,"Paul is getting read from head to toe omg 😂 , she was better off as playing her self cause wtf 😳 #Thecircle #thecircleseason4 #TheCircleNetflix","['Thecircle', 'thecircleseason4', 'TheCircleNetflix']",{'playerseven'}
2691,NEGATIVE,mehgancarter1,"Paul just needs to go home, it’s making me cringe 😬😂 #TheCircle #TheCircleNetflix","['TheCircle', 'TheCircleNetflix']",{'playerseven'}
2692,NEGATIVE,dawsonink,Wait. So #TheCircle is just gonna wile out like THIS? Yoooooooooo...,['TheCircle'],set()
2693,NEGATIVE,bigpeachenergy,I would do #TheCircle just for the chance to have a fully furnished apartment to myself for a little while.,['TheCircle'],set()
2694,POSITIVE,FeldyMNB,I think I’m really into the Spice Girls all over again watching #TheCircle ✌🏼,['TheCircle'],{'playereight'}
2695,POSITIVE,bigdre314,@StunninDeeva okay okay my impression was wrong which is rare but okay frank aint all that bad but you it did heat up still mild but i like shade they throwing #TheCircleNetflix #TheCircle,"['TheCircleNetflix', 'TheCircle']",{'playeron'}
2696,NEGATIVE,MichaelAusiello,.@TVLine's Quotes of the Week: #StarTrek #TheFlash #TheCircle #Girls5eva #Survivor and More https://t.co/FQZ804JTUt,"['StarTrek', 'TheFlash', 'TheCircle', 'Girls5eva', 'Survivor']",set()
2697,POSITIVE,maameAmax,I love crissa😭😭 #thecircle,['thecircle'],{'playerthr'}
2698,POSITIVE,gee_facts,This is a very interesting one here #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",set()
2699,NEGATIVE,SomaKazima,I couldn't be on #TheCircle I'd be naked &amp; ignoring everyone's messages,['TheCircle'],set()
2700,NEGATIVE,maameAmax,I’m screaminggg yu ming is short as hell she could barely reach the counter 😭 they should have made her home accessible #thecircle,['thecircle'],{'playertwo'}
2701,POSITIVE,heyitscoreyyy,I'm loving watching Baby Spice &amp; Scary Spice on #TheCircle so much 😅❤️,['TheCircle'],{'playereight'}
2702,NEGATIVE,theshelster1,I just want to know if all the plants on #TheCircle are real!,['TheCircle'],set()
2703,NEGATIVE,maameAmax,Frank giving Yu ling low because she hasn’t walked a red carpet is ass.. he’s a bad judge of character if that’s what he went with smh.  #TheCircle,['TheCircle'],"{'playertwo', 'playeron'}"
2704,POSITIVE,ladyjazmana,I can’t get over what brilliant television this is!! That 90s party reveal 😭 #TheCircle https://t.co/sunPO1cc9z,['TheCircle'],set()
2705,NEGATIVE,dawsonink,Not sure why I continue watching #TheCircle. But here I am... lol #NetflixandWill,"['TheCircle', 'NetflixandWill']",set()
2706,POSITIVE,aalexandrar1,I love how Mel B is forever in Cheetah #TheCircle,['TheCircle'],{'playereight'}
2707,NEGATIVE,_azizuldean,"what, Spice Girls joined #TheCircle S4 and jadi catfish haha.

new twist for this season, and aku perasan so far players semua org yg related with media, ada socmed influencer or yg kerja with that industry",['TheCircle'],{'playereight'}
2708,NEGATIVE,_twiterdoguinho,As Spice Girls no #TheCircle 🤩🤩🤩🤩,['TheCircle'],{'playereight'}
2709,NEGATIVE,RunBlogRun,"Read this thread on Mildred Harnack. A US citizen studying for her PhD in Germany, she and her husband formed an anti Nazi group #theCircle. At the direct order of Adolf Hiltler she was executed on Feb.16, 1943. https://t.co/cnbhICUeps",['theCircle'],set()
2710,POSITIVE,_blasianbarbie,Alyssa need to win like she be knowing lol I swear some spirit is guiding her in this game lol bc she so casually be right every time #TheCircle,['TheCircle'],{'playerf'}
2711,POSITIVE,aalexandrar1,the Spice Girls on #TheCircle catfishing is great TV. Thanks Netflix.,['TheCircle'],{'playereight'}
2712,NEGATIVE,kidlightyear,Wait are Mel and Emma gonna be gone next week?? #TheCircleNetflix #TheCircle,"['TheCircleNetflix', 'TheCircle']",{'playereight'}
2713,POSITIVE,TVLine,"Quotes of the Week: #StarTrek, #TheFlash, #TheCircle, #Girls5eva, #Survivor and More
https://t.co/88oMQlJKVh","['StarTrek', 'TheFlash', 'TheCircle', 'Girls5eva', 'Survivor']",set()
2714,POSITIVE,ladyb_bang,Yay #TheCircle is back!!,['TheCircle'],set()
2715,NEGATIVE,Eleanor94093302,"Miss girl was like I'm going in as a 56 year old man called Paul then pulled out the hottest 56 year old ever
#TheCircleNetflix #TheCircle #paultheCircle #Circle","['TheCircleNetflix', 'TheCircle', 'paultheCircle', 'Circle']","{'playereight', 'playerseven'}"
2716,POSITIVE,KenMrgentleman,I guess im weird cuz i never took a fake work day from work ever #TheCircleNetflix #TheCircle #TheCircle4,"['TheCircleNetflix', 'TheCircle', 'TheCircle4']",set()
2717,NEGATIVE,_revitalize,Very obsessed with @OfficialMelB &amp; @EmmaBunton on #TheCircle 🤍,['TheCircle'],set()
2718,POSITIVE,ladyjazmana,Remember how excited us British drongos were to have Richard Madeley and Fat Boy Slim &amp; Zoe Ball’s son on #TheCircle?! The American one is nuts! https://t.co/2bZugHNVUd,['TheCircle'],set()
2719,POSITIVE,NetflixLifee,"The current top 10 shows on Netflix:

1. #OzarkSeason4
2. #GraceAndFrankie
3. #MeltdownThreeMileIsland
4. #WelcomeToEden
5. #SellingSunset
6. #TheCircle
7. #Bridgerton
8. #TheMarkedHeart
9. #BullshitTheGameShow 
10. #Cocomelon","['OzarkSeason4', 'GraceAndFrankie', 'MeltdownThreeMileIsland', 'WelcomeToEden', 'SellingSunset', 'TheCircle', 'Bridgerton', 'TheMarkedHeart', 'BullshitTheGameShow', 'Cocomelon']",set()
2720,NEGATIVE,_Normski,Fake Carol in #TheCircle is hot,['TheCircle'],{'playerfour'}
2721,NEGATIVE,SeriesBooks,"Another season of #TheCircle, another round of “let’s block the catfish.”

Why do people feel the need to do that? Who’s a catfish isn’t important—it’s whether they are good alliance partners and will have your back.

This isn’t a difficult concept, people. https://t.co/asCEVZdgA4",['TheCircle'],set()
2722,NEGATIVE,TheOliverDay,@OfficialMelB Screaming that Alyssa is a catfish 😂😂😂 I can’t get enough!! And would honestly be doing the same in Mel &amp; Em’s position 😅😅 #TheCircle #TheCircleNetflix let’s go !!#TeamScaryBaby,"['TheCircle', 'TheCircleNetflix', 'TeamScaryBaby']","{'playerf', 'playereight'}"
2723,POSITIVE,PaulHi,Mel B and Emma Bunton bringing the exact level of chaotic energy to #TheCircle I was hoping for. ❤️,['TheCircle'],{'playereight'}
2724,NEGATIVE,mad__ethnic,About to start s4 of #TheCircle I’m hoping this season is less disappointing 🤞🏽,['TheCircle'],set()
2725,NEGATIVE,helsbelz11,💕I aced that #SpiceGirls Quiz so that’s an A+ for me 🥇✏️ @CircleNetflix 🤩👊🏻 @EmmaBunton @OfficialMelB #TheCircle #SpiceGirlsQuiz #Quiz #GirlPower #SpiceUpYourLife https://t.co/Gjz1nWEzhW,"['SpiceGirls', 'TheCircle', 'SpiceGirlsQuiz', 'Quiz', 'GirlPower', 'SpiceUpYourLife']",set()
2726,NEGATIVE,scottcawson,"This week, the house boss with hotsauce and I revisited #TheCircle.  Even the Spice Girls can't make that show better.",['TheCircle'],{'playereight'}
2727,POSITIVE,MichaelEvan72,Two @spicegirls on @netflix season 4 of #TheCircle. This is going to be awesome. https://t.co/iChw0ihuGl,['TheCircle'],set()
2728,NEGATIVE,SharionSade,"I liked Alyssa at first but by ep 3 she became annoying. 

#TheCircle #TheCircleNetflix","['TheCircle', 'TheCircleNetflix']",{'playerf'}
2729,POSITIVE,kamili064,The Spice Girls are truly carrying this season #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",{'playereight'}
2730,NEGATIVE,Luminary_Wings,Idk how @netflix determines who goes on #TheCircle but I wanna go on there. Me and my tarot cards lol,['TheCircle'],set()
2731,POSITIVE,Shineyamanda21,"I love this man. Winner is my reason. Keep us going, Captain!

@official_yoon_ #SEUNGYOON #yoon #TheCircle #innercircle #WINNER #WINNER2022Concert https://t.co/XHcUmFYCIJ","['SEUNGYOON', 'yoon', 'TheCircle', 'innercircle', 'WINNER', 'WINNER2022Concert']",set()
2732,NEGATIVE,JayeDaVaughn,@TheNuKidd Just finished #theCircle on Netflix ! Wyd awake .. it’s kinda wake up time,['theCircle'],set()
2733,POSITIVE,AntmanReality,Bossy Spice #TheCircle,['TheCircle'],{'playereight'}
2734,NEGATIVE,BenjaBitch,So Episode 1 and we stan for Frank so far! #TittiesAndTequila #TheCircle #TheCircleNetflix,"['TittiesAndTequila', 'TheCircle', 'TheCircleNetflix']",{'playeron'}
2735,NEGATIVE,Simmelina1,"Watching delayed stream of WINNER concert #TheCircle
#WINNER2022Concert @yg_winnercity","['TheCircle', 'WINNER2022Concert']",set()
2736,NEGATIVE,Lollyx_o,"SPICE GIRLD AHHHH

#TheCircle #TheCircleNetflix https://t.co/9VECnBc7hO","['TheCircle', 'TheCircleNetflix']",{'playereight'}
2737,NEGATIVE,Ashapaloooza,"Can I say I'm just SO HERE FOR MEL B AND EMMA ON #TheCircle. They're greattttttt and so messy! @noJOEkingaround 
#TheCircleNetflix 
#StirringThePot
#ALittleSprinkleALittleSpice","['TheCircle', 'TheCircleNetflix', 'StirringThePot', 'ALittleSprinkleALittleSpice']",{'playereight'}
2738,POSITIVE,gnrssxx,#WINNER2022Concert #TheCircle last replay 😭💙,"['WINNER2022Concert', 'TheCircle']",set()
2739,POSITIVE,harerg_,"We are absolutely eating up all the Spice Girls action in this season of #TheCircleNetflix ! There's talk of another reunion tour next year, and I N E E D it. 

#TheCircle #SpiceUpYourLife","['TheCircleNetflix', 'TheCircle', 'SpiceUpYourLife']",{'playereight'}
2740,NEGATIVE,Lollyx_o,About to start the new season of #TheCircle ⭕️ https://t.co/gxRYEy9tGv,['TheCircle'],set()
2741,NEGATIVE,R0yalZe,Nothing beats season 1 of #TheCircle 🥴,['TheCircle'],set()
2742,NEGATIVE,gilsery,"Just started watching the new season of #TheCircle &amp; all I could think of while watching Yu Ling in ep
 1 was ""Hot Dog On A Stick called; they want their uniform back! 😯😁",['TheCircle'],{'playertwo'}
2743,POSITIVE,its_TOMIWA,Emma and Mel B are so cute to watch in #TheCircle! Love their banter and bickering!,['TheCircle'],{'playereight'}
2744,NEGATIVE,FelizTheone,Watched #TheCircle &amp; that connection!!! #smallandspicy from Alyssas bio and juuust so happens the #SpiceGirls are in the CIRCLE! I think she accidentally manifested the spice girls 🤷🏽‍♀️ lol #universe #theforce #whoFromTheCircleManifestedSpiceGirls #teachme 😂 #TheCircleNetflix,"['TheCircle', 'smallandspicy', 'SpiceGirls', 'universe', 'theforce', 'whoFromTheCircleManifestedSpiceGirls', 'teachme', 'TheCircleNetflix']",{'playereight'}
2745,NEGATIVE,ThisisSizinz,How expensive are those tiny dogs like Mel B’s 🥺 #TheCircle,['TheCircle'],{'playereight'}
2746,POSITIVE,inezzzaaa,"THE SPICE GIRLS?????!. #thecircle

i love this show so much, i want to be a player",['thecircle'],{'playereight'}
2747,NEGATIVE,letskie25_,ok next stand by for #WINNER #TheCircle 2022 concert replay streming 💙. https://t.co/2j0VpZOCw9,"['WINNER', 'TheCircle']",set()
2748,NEGATIVE,cleavagequeen17,She should definitely not be playing her dad. She’s awful 😂 #TheCircle,['TheCircle'],set()
2749,POSITIVE,kikilongbottom,"I feel like they’re all a vibe, I like them all! #thecircle",['thecircle'],set()
2750,NEGATIVE,kikilongbottom,Not “Paul” exposing himself early on 🫠 #thecircle,['thecircle'],{'playerseven'}
2751,NEGATIVE,estephaniiaa_,Mel B left @AGT for @CircleNetflix lol #TheCircleNetflix #THECIRCLE,"['TheCircleNetflix', 'THECIRCLE']",{'playereight'}
2752,POSITIVE,GirlBb20,"Finally started the new season of #TheCircle and loving the #SpiceGirls twist
Can't stop smiling 😁","['TheCircle', 'SpiceGirls']",set()
2753,NEGATIVE,CuteLittleDoll_,Has anyone been watching the new season? 👀 #TheCircle,['TheCircle'],set()
2754,NEGATIVE,samygeefox,Everyone should have a vulva pillow #thecircle,['thecircle'],set()
2755,POSITIVE,IceBergThicc,Bout to watch this new season #TheCircle  @CircleNetflix https://t.co/YvikWAkdy4,['TheCircle'],set()
2756,NEGATIVE,FellatioAlger,"Child, why is Alicia Keys on #TheCircle?",['TheCircle'],set()
2757,POSITIVE,chinitoplayer,Bru looks fine as hell. #TheCircle,['TheCircle'],{'playersix'}
2758,NEGATIVE,MMediMedia,"WHO WE LIKE AND WHO WE DISLIKE: ANY RACIST? Netflix’s “The Circle” Season 4 Part 1 Review!
 #TheCircleNetflix #TheCircle https://t.co/Dpxi5oxa1j","['TheCircleNetflix', 'TheCircle']",set()
2759,NEGATIVE,MMediMedia,Netflix’s “The Circle” Season 2 Winner DeLeesa Throws Shade At Terilisha Over Speaking About Trevor #TheCircleNetflix #TheCircle #thecircleseason4 #TheCircle4 https://t.co/PaY4Mayam9,"['TheCircleNetflix', 'TheCircle', 'thecircleseason4', 'TheCircle4']",set()
2760,NEGATIVE,realitytitbit,"Still a 'goofball.' 😂

#TheCircleNetflix #TheCircle 

https://t.co/ud6VBNnxVa","['TheCircleNetflix', 'TheCircle']",set()
2761,NEGATIVE,BlueJayGal,I feel like the spice girl catfish is not going to go well 😂 #TheCircle,['TheCircle'],{'playereight'}
2762,POSITIVE,jlnesvold,"@OfficialMelB @EmmaBunton You 2 (two) are the least annoying people to ever play #TheCircle. Also, you're the two (2) best Spice Girls.",['TheCircle'],{'playereight'}
2763,NEGATIVE,KelliAnna,Mel B was dead ass mad that Frankie knew it was them 😂😂😂😂😂 #THECIRCLE,['THECIRCLE'],{'playereight'}
2764,POSITIVE,samygeefox,The circle is BACK. And each time I wanna decorate my place like these apartments 😂 #TheCircle,['TheCircle'],set()
2765,POSITIVE,SpicyenoughP,#thecircle that girl #parker is a skank wow,"['thecircle', 'parker']",{'playereight'}
2766,NEGATIVE,preeLALA,the spice girls?! LMFAOOO WHY THOUGH #TheCircle,['TheCircle'],{'playereight'}
2767,POSITIVE,blackgirlinmain,"Watching #TheCircle without the teen isn’t as fun, besides these folks are kinda wack.",['TheCircle'],set()
2768,NEGATIVE,preeLALA,John’s reaction the sex/vagina conversation 😭😭😭 #TheCircle,['TheCircle'],set()
2769,NEGATIVE,monty9132,"Can @Channel4 bring back the UK version of #thecircle pleeease? Americans are annoying and all are influencer wannabes. Parker is an insufferable person, Paul must be so disappointed 🤢 #TheCircleNetflix

Remember the glory days with Tim? 😢","['thecircle', 'TheCircleNetflix']",{'playerseven'}
2770,NEGATIVE,preeLALA,OMG she is playing Paul TERRIBLY #TheCircle https://t.co/keIqoiWvVI,['TheCircle'],{'playerseven'}
2771,POSITIVE,GlennDeLaCreme,"TBF, Josh looks like the kind of guy that finishes first.  A lot.  #TheCircle",['TheCircle'],set()
2772,NEGATIVE,preeLALA,the girl playing Paul is stupid af 😭 got this old ass man in the circle chat asking what a memoir is … Paul better go home first #TheCircle,['TheCircle'],"{'playereight', 'playerseven'}"
2773,NEGATIVE,ericaeff,Carol outing her/himself???? Hello????? #TheCircle,['TheCircle'],{'playerfour'}
2774,NEGATIVE,MadeInNeauxLa,I just made it to the end of episode 1 of The Circle and I'm so glad I saw no spoilers. 12 year old me is screaming rn! #THECIRCLE #TheCircle4 #TheCircleNetflix,"['THECIRCLE', 'TheCircle4', 'TheCircleNetflix']",set()
2775,POSITIVE,preeLALA,"so, immediately I don’t like that so many of the ppl chosen for this season have social media based careers. but I’ll see … #TheCircle",['TheCircle'],set()
2776,POSITIVE,Jaqxiboo,#thecircle s4ep4 #nevergiveuponthegoodtimes DAY 1’Z KNOW EVERY SONG MEL B!!!!!!!!!,"['thecircle', 'nevergiveuponthegoodtimes']",{'playereight'}
2777,NEGATIVE,loosewendy,"#TheCircle just referred to a ‘90s party as “time to go retro” and, frankly, that hurt my feelings.",['TheCircle'],set()
2778,POSITIVE,preeLALA,okay let me finally get started on this new season of #TheCircle,['TheCircle'],set()
2779,NEGATIVE,stillcantdrive,"ok after Frank this guy pretending to be his mom and then starting a girl's chat where they immediately start talking about sex is my second favourite im crying 😭
#thecircle https://t.co/yRgCx9WqaJ",['thecircle'],{'playeron'}
2780,POSITIVE,_RealJessAmore_,There’s a new season of #THECIRCLE out!! #TheCircleNetflix,"['THECIRCLE', 'TheCircleNetflix']",set()
2781,NEGATIVE,jtbtweetin,Everyone on #thecircle shocked when an (alleged) children's book author says anything above PG has never known anyone in kidlit lmao,['thecircle'],set()
2782,POSITIVE,no1cares222,I new something looked kinda familiar.  That outfit .. #THECIRCLE #TheCircleNetflix  #thecircleyuling https://t.co/ejyt2QBB2a,"['THECIRCLE', 'TheCircleNetflix', 'thecircleyuling']",set()
2783,POSITIVE,seattlerams_nfl,I’m 2 minutes into the #TheCircle Season 4 and I love Frank!!,['TheCircle'],set()
2784,NEGATIVE,ericaeff,Not “welcome to my fun-filled world” as the bio 🙈 SOS #TheCircle,['TheCircle'],set()
2785,NEGATIVE,racooned,Same girl. Rofl #thecircle https://t.co/9DANNtEaWs,['thecircle'],set()
